level,value,number_of_labels,label 
1000.000, 0.00,4,6  
1000.000, 0.00,4,7  
1000.000, 0.00,4,11  
1000.000, 0.00,4,12  
900.000, 0.00,2,11  
900.000, 0.00,2,26  
850.000, 0.00,3,12  
850.000, 0.00,3,17  
850.000, 0.00,3,25  
800.000, 0.00,4,12  
800.000, 0.00,4,16  
800.000, 0.00,4,22  
800.000, 0.00,4,37  
750.000, 0.00,2,3  
750.000, 0.00,2,6  
700.000, 0.00,2,3  
700.000, 0.00,2,25  
650.000, 0.00,3,3  
650.000, 0.00,3,16  
650.000, 0.00,3,22  
600.000, 0.00,4,2  
600.000, 0.00,4,9  
600.000, 0.00,4,21  
600.000, 0.00,4,36  
500.000, 0.00,2,3  
500.000, 0.00,2,11  
400.000, 0.00,6,5  
400.000, 0.00,6,9  
400.000, 0.00,6,10  
400.000, 0.00,6,14  
400.000, 0.00,6,15  
400.000, 0.00,6,53  
300.000, 0.00,8,8  
300.000, 0.00,8,17  
300.000, 0.00,8,20  
300.000, 0.00,8,21  
300.000, 0.00,8,29  
300.000, 0.00,8,38  
300.000, 0.00,8,48  
300.000, 0.00,8,79  
1000.000, 0.10,5,6  
1000.000, 0.10,5,7  
1000.000, 0.10,5,13  
1000.000, 0.10,5,14  
1000.000, 0.10,5,17  
900.000, 0.10,3,9  
900.000, 0.10,3,11  
900.000, 0.10,3,21  
850.000, 0.10,5,10  
850.000, 0.10,5,13  
850.000, 0.10,5,18  
850.000, 0.10,5,19  
850.000, 0.10,5,27  
800.000, 0.10,3,17  
800.000, 0.10,3,23  
800.000, 0.10,3,45  
750.000, 0.10,3,3  
750.000, 0.10,3,6  
750.000, 0.10,3,7  
700.000, 0.10,2,5  
700.000, 0.10,2,27  
650.000, 0.10,3,3  
650.000, 0.10,3,15  
650.000, 0.10,3,22  
600.000, 0.10,4,2  
600.000, 0.10,4,11  
600.000, 0.10,4,36  
600.000, 0.10,4,46  
500.000, 0.10,3,3  
500.000, 0.10,3,7  
500.000, 0.10,3,21  
400.000, 0.10,6,4  
400.000, 0.10,6,7  
400.000, 0.10,6,8  
400.000, 0.10,6,13  
400.000, 0.10,6,14  
400.000, 0.10,6,46  
300.000, 0.10,7,10  
300.000, 0.10,7,21  
300.000, 0.10,7,22  
300.000, 0.10,7,24  
300.000, 0.10,7,30  
300.000, 0.10,7,43  
300.000, 0.10,7,52  
1000.000, 0.20,7,7  
1000.000, 0.20,7,8  
1000.000, 0.20,7,9  
1000.000, 0.20,7,14  
1000.000, 0.20,7,15  
1000.000, 0.20,7,16  
1000.000, 0.20,7,20  
900.000, 0.20,3,10  
900.000, 0.20,3,12  
900.000, 0.20,3,18  
850.000, 0.20,6,10  
850.000, 0.20,6,13  
850.000, 0.20,6,17  
850.000, 0.20,6,18  
850.000, 0.20,6,26  
850.000, 0.20,6,28  
800.000, 0.20,4,7  
800.000, 0.20,4,20  
800.000, 0.20,4,28  
800.000, 0.20,4,40  
750.000, 0.20,4,3  
750.000, 0.20,4,5  
750.000, 0.20,4,6  
750.000, 0.20,4,32  
